"category","project","external_id","name","kind","status","reference_xyz","tp_command","reference_type","derived","geometry_type","geometry_extent","parent","database_id"
"Route / station infrastructure","Mainstreet America","P01-BAY-192","Parking bay 192","parking","complete","-69, 64, 259","/tp @s -69 64 259","derived bounds center","true","bounds","x[-71…-68] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_d3a6be111b03477c"
"Route / station infrastructure","Mainstreet America","P01-BAY-193","Parking bay 193","parking","complete","-64, 64, 259","/tp @s -64 64 259","derived bounds center","true","bounds","x[-66…-63] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_d130933eb5d4995d"
"Route / station infrastructure","Mainstreet America","P01-BAY-194","Parking bay 194","parking","complete","-59, 64, 259","/tp @s -59 64 259","derived bounds center","true","bounds","x[-61…-58] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_c61444c101fd92a6"
"Route / station infrastructure","Mainstreet America","P01-BAY-195","Parking bay 195","parking","complete","-54, 64, 259","/tp @s -54 64 259","derived bounds center","true","bounds","x[-56…-53] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_e321593115a2d47b"
"Route / station infrastructure","Mainstreet America","P01-BAY-196","Parking bay 196","parking","complete","-49, 64, 259","/tp @s -49 64 259","derived bounds center","true","bounds","x[-51…-48] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_bbe45bbf6b6c09a5"
"Route / station infrastructure","Mainstreet America","P01-BAY-197","Parking bay 197","parking","complete","-44, 64, 259","/tp @s -44 64 259","derived bounds center","true","bounds","x[-46…-43] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_b7a05bc7e61881c8"
"Route / station infrastructure","Mainstreet America","P01-BAY-198","Parking bay 198","parking","complete","-39, 64, 259","/tp @s -39 64 259","derived bounds center","true","bounds","x[-41…-38] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_a19cda6772921508"
"Route / station infrastructure","Mainstreet America","P01-BAY-199","Parking bay 199","parking","complete","-34, 64, 259","/tp @s -34 64 259","derived bounds center","true","bounds","x[-36…-33] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_7b18a796c423097f"
"Route / station infrastructure","Mainstreet America","P01-BAY-200","Parking bay 200","parking","complete","-29, 64, 259","/tp @s -29 64 259","derived bounds center","true","bounds","x[-31…-28] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_59915cc63def7ed1"
"Route / station infrastructure","Mainstreet America","P01-BAY-201","Parking bay 201","parking","complete","-24, 64, 259","/tp @s -24 64 259","derived bounds center","true","bounds","x[-26…-23] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_980eeb71a7cef09e"
"Route / station infrastructure","Mainstreet America","P01-BAY-202","Parking bay 202","parking","complete","-19, 64, 259","/tp @s -19 64 259","derived bounds center","true","bounds","x[-21…-18] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_5edff94cce8a9c15"
"Route / station infrastructure","Mainstreet America","P01-BAY-203","Parking bay 203","parking","complete","-14, 64, 259","/tp @s -14 64 259","derived bounds center","true","bounds","x[-16…-13] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_14f798ecb6ab578e"
"Route / station infrastructure","Mainstreet America","P01-BAY-204","Parking bay 204","parking","complete","-9, 64, 259","/tp @s -9 64 259","derived bounds center","true","bounds","x[-11…-8] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_46655acd3151f0bb"
"Route / station infrastructure","Mainstreet America","P01-BAY-205","Parking bay 205","parking","complete","10, 64, 259","/tp @s 10 64 259","derived bounds center","true","bounds","x[8…11] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_56253ccddac168b5"
"Route / station infrastructure","Mainstreet America","P01-BAY-206","Parking bay 206","parking","complete","15, 64, 259","/tp @s 15 64 259","derived bounds center","true","bounds","x[13…16] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_5b064dcc8b00428d"
"Route / station infrastructure","Mainstreet America","P01-BAY-207","Parking bay 207","parking","complete","20, 64, 259","/tp @s 20 64 259","derived bounds center","true","bounds","x[18…21] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_c7c4f1cf02fca927"
"Route / station infrastructure","Mainstreet America","P01-BAY-208","Parking bay 208","parking","complete","25, 64, 259","/tp @s 25 64 259","derived bounds center","true","bounds","x[23…26] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_8e7d21b4f824621d"
"Route / station infrastructure","Mainstreet America","P01-BAY-209","Parking bay 209","parking","complete","30, 64, 259","/tp @s 30 64 259","derived bounds center","true","bounds","x[28…31] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_cddc551a62af6019"
"Route / station infrastructure","Mainstreet America","P01-BAY-210","Parking bay 210","parking","complete","35, 64, 259","/tp @s 35 64 259","derived bounds center","true","bounds","x[33…36] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_a8993f3b8d6f4d0e"
"Route / station infrastructure","Mainstreet America","P01-BAY-211","Parking bay 211","parking","complete","40, 64, 259","/tp @s 40 64 259","derived bounds center","true","bounds","x[38…41] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_646b3af02b41e0dd"
"Route / station infrastructure","Mainstreet America","P01-BAY-212","Parking bay 212","parking","complete","45, 64, 259","/tp @s 45 64 259","derived bounds center","true","bounds","x[43…46] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_be53e588da6dcff0"
"Route / station infrastructure","Mainstreet America","P01-BAY-213","Parking bay 213","parking","complete","50, 64, 259","/tp @s 50 64 259","derived bounds center","true","bounds","x[48…51] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_86affc039a1fb258"
"Route / station infrastructure","Mainstreet America","P01-BAY-214","Parking bay 214","parking","complete","55, 64, 259","/tp @s 55 64 259","derived bounds center","true","bounds","x[53…56] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_9c60e4e1402acd4a"
"Route / station infrastructure","Mainstreet America","P01-BAY-215","Parking bay 215","parking","complete","60, 64, 259","/tp @s 60 64 259","derived bounds center","true","bounds","x[58…61] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_4194bdaf89526b49"
"Route / station infrastructure","Mainstreet America","P01-BAY-216","Parking bay 216","parking","complete","65, 64, 259","/tp @s 65 64 259","derived bounds center","true","bounds","x[63…66] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_145e7e7b71ed40a5"
"Route / station infrastructure","Mainstreet America","P01-BAY-217","Parking bay 217","parking","complete","70, 64, 259","/tp @s 70 64 259","derived bounds center","true","bounds","x[68…71] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_430caddad144ac1b"
"Route / station infrastructure","Mainstreet America","P01-BAY-218","Parking bay 218","parking","complete","75, 64, 259","/tp @s 75 64 259","derived bounds center","true","bounds","x[73…76] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_3f79926fa2d80ba1"
"Route / station infrastructure","Mainstreet America","P01-BAY-219","Parking bay 219","parking","complete","80, 64, 259","/tp @s 80 64 259","derived bounds center","true","bounds","x[78…81] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_c688bafc906b4a69"
"Route / station infrastructure","Mainstreet America","P01-BAY-220","Parking bay 220","parking","complete","85, 64, 259","/tp @s 85 64 259","derived bounds center","true","bounds","x[83…86] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_32e4ab7a95844083"
"Route / station infrastructure","Mainstreet America","P01-BAY-221","Parking bay 221","parking","complete","90, 64, 259","/tp @s 90 64 259","derived bounds center","true","bounds","x[88…91] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_1f55cdd3b9736f94"
"Route / station infrastructure","Mainstreet America","P01-BAY-222","Parking bay 222","parking","complete","95, 64, 259","/tp @s 95 64 259","derived bounds center","true","bounds","x[93…96] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_d2449e5919311ba9"
"Route / station infrastructure","Mainstreet America","P01-BAY-223","Parking bay 223","parking","complete","100, 64, 259","/tp @s 100 64 259","derived bounds center","true","bounds","x[98…101] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_444ad0d73bc4cdd7"
"Route / station infrastructure","Mainstreet America","P01-BAY-224","Parking bay 224","parking","complete","105, 64, 259","/tp @s 105 64 259","derived bounds center","true","bounds","x[103…106] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_58f14b2ccc29473f"
"Route / station infrastructure","Mainstreet America","P01-BAY-225","Parking bay 225","parking","complete","110, 64, 259","/tp @s 110 64 259","derived bounds center","true","bounds","x[108…111] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_2bdabb8520756c4e"
"Route / station infrastructure","Mainstreet America","P01-BAY-226","Parking bay 226","parking","complete","115, 64, 259","/tp @s 115 64 259","derived bounds center","true","bounds","x[113…116] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_c14f8e7aae0be5f4"
"Route / station infrastructure","Mainstreet America","P01-BAY-227","Parking bay 227","parking","complete","120, 64, 259","/tp @s 120 64 259","derived bounds center","true","bounds","x[118…121] y[64] z[255…263]","Visitor parking and Arrival Gardens","wft_b2f183436443145f"
"Route / station infrastructure","Mainstreet America","P01-BAY-228","Parking bay 228","parking","complete","-119, 64, 177","/tp @s -119 64 177","derived bounds center","true","bounds","x[-121…-118] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_9083da43c1dd1dd5"
"Route / station infrastructure","Mainstreet America","P01-BAY-229","Parking bay 229","parking","complete","-114, 64, 177","/tp @s -114 64 177","derived bounds center","true","bounds","x[-116…-113] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_854b2e46fd009f4c"
"Route / station infrastructure","Mainstreet America","P01-BAY-230","Parking bay 230","parking","complete","-109, 64, 177","/tp @s -109 64 177","derived bounds center","true","bounds","x[-111…-108] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_4e8f53bca4ee8c82"
"Route / station infrastructure","Mainstreet America","P01-BAY-231","Parking bay 231","parking","complete","-104, 64, 177","/tp @s -104 64 177","derived bounds center","true","bounds","x[-106…-103] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_5232e754e5fb6b95"
"Route / station infrastructure","Mainstreet America","P01-BAY-232","Parking bay 232","parking","complete","-99, 64, 177","/tp @s -99 64 177","derived bounds center","true","bounds","x[-101…-98] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_65fcbfa8e7eb22b4"
"Route / station infrastructure","Mainstreet America","P01-BAY-233","Parking bay 233","parking","complete","-94, 64, 177","/tp @s -94 64 177","derived bounds center","true","bounds","x[-96…-93] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_b195a0c1173b1842"
"Route / station infrastructure","Mainstreet America","P01-BAY-234","Parking bay 234","parking","complete","-89, 64, 177","/tp @s -89 64 177","derived bounds center","true","bounds","x[-91…-88] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_9fda787ccd082388"
"Route / station infrastructure","Mainstreet America","P01-BAY-235","Parking bay 235","parking","complete","-84, 64, 177","/tp @s -84 64 177","derived bounds center","true","bounds","x[-86…-83] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_12e487621189404b"
"Route / station infrastructure","Mainstreet America","P01-BAY-236","Parking bay 236","parking","complete","-79, 64, 177","/tp @s -79 64 177","derived bounds center","true","bounds","x[-81…-78] y[64] z[172…181]","Visitor parking and Arrival Gardens","wft_59dce1f59b5ad0ed"
"Route / station infrastructure","Mainstreet America","P01-CROSSWALK-01","Parking crosswalk 1","sidewalk","complete","-24, 64, 196","/tp @s -24 64 196","derived bounds center","true","bounds","x[-27…-21] y[64] z[192…200]","Visitor parking and Arrival Gardens","wft_eb57467db4c34c77"
"Route / station infrastructure","Mainstreet America","P01-CROSSWALK-02","Parking crosswalk 2","sidewalk","complete","24, 64, 196","/tp @s 24 64 196","derived bounds center","true","bounds","x[21…27] y[64] z[192…200]","Visitor parking and Arrival Gardens","wft_0e2d090333c6a613"
"Route / station infrastructure","Mainstreet America","P01-CROSSWALK-03","Parking crosswalk 3","sidewalk","complete","-16, 64, 224","/tp @s -16 64 224","derived bounds center","true","bounds","x[-20…-12] y[64] z[221…227]","Visitor parking and Arrival Gardens","wft_a0fba59e10940836"
"Route / station infrastructure","Mainstreet America","P01-CROSSWALK-04","Parking crosswalk 4","sidewalk","complete","16, 64, 224","/tp @s 16 64 224","derived bounds center","true","bounds","x[12…20] y[64] z[221…227]","Visitor parking and Arrival Gardens","wft_92d113a7c51ff6f1"
"Route / station infrastructure","Mainstreet America","P01-CROSSWALK-05","Parking crosswalk 5","sidewalk","complete","-16, 64, 250","/tp @s -16 64 250","derived bounds center","true","bounds","x[-20…-12] y[64] z[246…254]","Visitor parking and Arrival Gardens","wft_0d2d7b70c3205876"
"Route / station infrastructure","Mainstreet America","P01-CROSSWALK-06","Parking crosswalk 6","sidewalk","complete","16, 64, 250","/tp @s 16 64 250","derived bounds center","true","bounds","x[12…20] y[64] z[246…254]","Visitor parking and Arrival Gardens","wft_556d0b5abcfea5b6"
"Route / station infrastructure","Mainstreet America","P01-L-01","Parking dual-head light L-01","lighting","complete","-121, 70, 191","/tp @s -121 70 191","exact catalog point","false","point","x[-121] y[70] z[191]","Visitor parking and Arrival Gardens","wft_53061ee440daf28a"
"Route / station infrastructure","Mainstreet America","P01-L-02","Parking dual-head light L-02","lighting","complete","-91, 70, 191","/tp @s -91 70 191","exact catalog point","false","point","x[-91] y[70] z[191]","Visitor parking and Arrival Gardens","wft_3c8b5c7970b53207"
